Question,Answer
"These entities socially construct the meaning of anarchy according to Alexander Wendt's foundational article of constructivist theory. The modern concept of these entities is often dubbed the “Westphalian” (west-FAIL-yun) definition. A capability trap in the power of these entities can result in an erosion of these things' monopoly on the (*) legitimate use of force, leading to these things becoming “failed.” For 10 points, name these things whose power politics towards each other are the subject of international relations theory.",states [or countries; prompt on nations; prompt on governments]
"A ballet based on writings by this author debuted in 1940, with Galina Ulanova (GAH-lee-nah oo-LAH-noh-vah) and Konstantin Sergeyev (kahn-stan-TEEN sair-GAYV) playing lead roles at the Kirov and a score incorporating a gavotte (gaa-VAWT) from the Classical symphony. For a 1962 ballet inspired by this author, George Balanchine (BAAL-an-sheen) adapted incidental music by Felix Mendelssohn, including the (*) “Wedding Dance.” The “Dance of the Knights” appears in a Sergei Prokofiev (SUR-gay pro-KAH-fee-ev) ballet named for a play by this author. For 10 points, name this author who inspired the piece “Montagues (MAHN-tug-yooz) and Capulets” (KAP-yoo-lets) in Prokofiev's Romeo and Juliet.",William Shakespeare
"The Ludus Magnus was a large facility for training people of this profession. Female members of this profession were included in a munus (MOO-nus) held by Domitian (doh-MISH-un) that described them as Amazons. Emperor (*) Commodus (KAH-mud-us) frequently participated in this profession, whose members often ate barley for strength. The “turned thumb” gesture was used by the public to judge the fate of people in this profession. For 10 points, name this profession of people trained to fight in the Colosseum for entertainment.",gladiators [prompt on slaves]
"A short story by this author features the question, “In a riddle whose answer is chess, what is the only prohibited word?” A character in a story by this author describes knowing “the Secret,” which is a “British artillery park on the Ancre” (AHN-kur). A story by this author features a hunt by the “Purifiers” through (*) infinite hexagonal rooms. Richard Madden kills sinologist Stephen Albert to signal the Germans in a story by this author. For 10 points, name this author whose Ficciones (FEEK-see-OH-nays) includes “The Library of Babel” and “The Garden of Forking Paths.”",Jorge Luis Borges (BOR-hays)
"This artist painted six identically-dressed men in black and white in a painting that became an iconic symbol of a cigar brand. This artist's only seascape was stolen from the Isabella Stewart Gardner Museum. This artist of Syndics of the Drapers Guild and Storm on the Sea of Galilee, who used his wife (*) Saskia as a model, painted a gun blending into feathers on a hat and a girl in a white dress wearing a dead chicken on her waist. The militia of Frans Banning Cocq (“coke”) was painted by, for 10 points, what Dutch artist of The Night Watch?",Rembrandt [Rembrandt Harmenszoon van Rijn]
"The rate of increase in this quantity is equal to genetic variance according to Fisher's fundamental theorem. The frequency of a particular genotype in a population will decrease if it has a low value for this quantity. The “inclusive” form of this quantity is increased in (*) kin selection, and parental investment is a strategy to increase this quantity. Inbreeding decreases this quantity, which in sterile animals is zero. For 10 points, name this measure of an organism's ability to pass its genes on to the next generation.",fitness [or W]
"This company's New Global Architecture initiative designed its Dynamic Force product line. This company's origin in making looms influenced ideas such as “continuous improvement” or kanban that form its much-emulated “Production System.” The last phase of the (*) Chadian- Libyan conflict in the 1980s is named for the use of this company's Hilux product. In the 21st century, this company surpassed four banks and Tokyo Electric to become the largest firm in Japan. For 10 points, name this auto manufacturer that produces the Corolla, Prius, and Camry.",Toyota [Toyota Motor Corporation]
"This author appended an essay explaining “What Happened Afterward” to one of his plays after he was annoyed by edits by Herbert Tree to make the ending happier. In another play by this author, John Tanner is the author of The Revolutionist's Handbook, and the main character converses with Don Juan in (*) Hell. Another play by this author of Man and Superman revolves around a bet made by Henry Higgins with Colonel Pickering about passing off Eliza Doolittle as a duchess. For 10 points, name this author of Pygmalion.",George Bernard Shaw
"This man suggested lighting all synagogues on fire in his treatise On the Jews and Their Lies. Frederick III sent men dressed as highway robbers to safely escort this man to Wartburg (VART- boorg) Castle for hiding. Charles V (the fifth) issued the Edict of (*) Worms (vurmz) after this man refused to renounce his criticisms of practices such as indulgences. Pope Leo X (the tenth) demanded that this man renounce his writings, which he may have nailed to the door of the Castle Church in Wittenberg (VIT-en-BAIRG). For 10 points, name this German theologian who started the Protestant Reformation.",Martin Luther
"These events were defined using a compendium of marine animals written by Jack Sepkoski. A “gun” hypothesis describes how the breakup of methane clathrates may have contributed to one of these events. One of these events described by the Alvarez hypothesis made way for a large amount of (*) adaptive radiation in mammal species. The sixth one of these events, dubbed the Holocene, is currently ongoing, and the last one happened 65 million years ago. For 10 points, name these events, such as the K-T and the “Great Dying” in which many species end.",mass extinction events
"This city's Kimmel Center is home to a non-opera orchestra conducted by Montreal-born Yannick Nezet-Seguin (yah-NEEK NEZ-eh-say-gah). The Curtis Institute of Music is in this city. Eugene Ormandy (OR-man-dee) was the longtime conductor of a “Big Five” orchestra in this city that uses a “sound” pioneered by (*) Leopold Stokowski (staw-KAWV-skee) and plays the score in most of Fantasia. The theme to Monty Python's Flying Circus was a Sousa march named for an object in this city that legendarily rang on July 8, 1776. For 10 points, name this city whose Independence Hall is adjacent to the Liberty Bell.","Philadelphia, Pennsylvania [or Philly]"
