Question,Answer
"If the constraints and objective function have this property, then the simplex algorithm can be applied. A map of this type between vector spaces preserves scalar multiplication and vector addition. Functions of this type have the property that f of x plus y equals f of x plus f of y. Transformations with this property include rotation and (*) reflection. In a field of algebra named for this property, systems of equations are represented as matrices. Functions with this property have constant slope and are of the form y equals mx plus b. For 10 points, name this type of equation whose graph is a straight line.",linear
"The opening chapter of a poem named for this character contains mysterious references to ""wild animals"" that ""distanced themselves"" from a man's body, and to a king who ""does not leave a girl to her mother."" This character's failure to stay awake for (*) seven days and nights is proven by accumulating loaves of bread around him. This character fights Humbaba (HOOM-bah-bah) in the Cedar Forest alongside his wild-man companion Enkidu (ENK-ee-doo). For 10 points, name this king of Uruk who seeks immortality in an ancient Mesopotamian epic.",Gilgamesh
"This orchestral interlude first introduces the journeys of a character who goes on to blind Babarikha (bah-bah-REE-huh).  Chromatic runs of sixteenth-notes are extensively used in this piece, which is reduced from almost four to under two minutes when performed on its own. This piece depicts the transformation of Prince (*) Gvidon (g’VEE-dun) by the Swan-Bird during a 1900 opera. For 10 points, name this oft-excerpted orchestral piece from Nikolay Rimsky-Korsakov’s 's (RIM-skee-KOR-suh-kawv’s) opera The Tale of Tsar Saltan that represents the erratic motion of an insect.",“Flight of the Bumblebee” [or “Polyot shmelya”]
"This country contains the largest visible prehistoric landslide in the world, near the town of Flims. Long COVID patients were treated at the Klinik Wald in this country, which in the late 19th and early 20th centuries was one of its renowned sanatoriums for treating tuberculosis. The (*) World Economic Forum is based in this country and hosts an annual flagship meeting at a resort town in this country. This country's canton of Grisons (GREE-zahn) contains a ski resort at Davos. For 10 points, name this Alpine country whose cities include Zurich and Geneva.",Switzerland [or Swiss Confederation; or Helvetic Republic]
"Samuel P. Huntington described culture as a main contributor to the ""backsliding"" of these systems. A book titled for one of these systems posits that individualism can prevent ""tyranny of the majority"" in contrast to ""soft despotism."" A namesake ""peace theory"" notes how countries with these systems are less likely to wage (*) war with each other. Alexis de Tocqueville (ah-lek- SEE day TOK-uh-veel) analyzed the American prison system in a book named after, for 10 points, what system of government based on representation and voting?",democracies [or Democracy in America; prompt on governments]
"This is the first name of the attributed author of a text that claims ""Whoever discovers the interpretation"" of its 114 sayings ""will not taste death."" A member of the Devotio Moderna (day- VOH-tee-oh moh-DAIR-nah) movement with this first name wrote The Imitation of Christ. An archbishop with this first name edited the first Book of (*) Common Prayer. This name is shared by the attributed author of the earliest Gnostic (NAH-stik) gospel, and by Christian writers surnamed ""a Kempis"" (ah-KEM-pis) and Cranmer. For 10 points, give this name of a ""Doubting"" member of the Twelve Apostles.",Thomas [or Didymus; or Didymus Judas Thomas; or Saint Thomas the Apostle; or Gospel of Thomas; or Thomas a Kempis; or Thomas von Kempis; or Thomas van Kempis; or Thomas Cranmer]
"These devices can be used alongside a cesium chloride density gradient. Countercurrent flow is used by the gas type of these devices. These devices’ strength is measured using RCF. Svedberg units, a non-SI unit defined as 10 to the negative 13 seconds, describe these devices' (*) sedimentation coefficients. When blood is put into one of these devices, plasma floats to the top. Uranium can be enriched using these devices, which can achieve several thousand times Earth’s gravity. For 10 points, name these devices that separate solutions by rapid spinning.",centrifuges [or ultracentrifuges]
"This player's quote that ""Memphis is going to get their reality check"" was hung in the Grizzlies weight room. Tristan Thompson reportedly punched this player at a 2018 ESPYs (ESP- eez) afterparty. This player apologized in the TNT mini-documentary ""The Countdown"" after (*) TMZ Sports published a video of him punching teammate Jordan Poole during practice. This second- round draft pick has won four championships as part of a Big 3 alongside Steph Curry and Klay Thompson. For 10 points, name this power forward for the Golden State Warriors.",Draymond Green [prompt on Dray]
"These people clashed with the O'Brien Dynasty at the Battle of Clontarf. Aethelred (ETH-ul- red) the Unready ordered the murder of these people in the St. Brice's Day Massacre. A tax called these people's geld was paid following their victory at the Battle of (*) Maldon. Fortified settlements called burhs (burz) were built to defend against a Great Heathen Army of these people, who were defeated at the Battles of Ashdown and Edington by Alfred the Great. For 10 points, name these Scandinavian raiders whose attack on Lindisfarne (LIND-iss-farn) started a namesake age in Britain.",Vikings [or Norsemen; or Danes]
"This poet describes ""supple and turbulent, a ring of men"" who worship the sun ""not as a god, but as a god might be."" That poem by this man describes ""complacencies of the peignoirs (PEN- yoo-ar), and late coffee and oranges"" during the title time. A poem by this author says to take a sheet from a (*) dresser ""on which she embroidered fantails once."" This poet declares, ""let the boys bring flowers in last month's newspapers"" in a poem that starts, ""Call the roller of big cigars."" For 10 points, name this poet of ""Sunday Morning"" and ""The Emperor of Ice Cream.""",Wallace Stevens
