Question,Answer
"In this film, the song ""Paradise City"" can be heard while a character declares ""smell like a king, because you're worthy"" in an Old Spice ad. In this film, the title character becomes naked in (*) Omnipotence City after another character ""flicked too hard."" This film's mid-credits scene introduces Brett Goldstein as Hercules. Christian Bale plays Gorr the God Butcher in this film, which follows a film subtitled ""Ragnarok."" Natalie Portman's character wields Mjölnir (M'YOHL-neer) in, for 10 points, what 2022 MCU (""M-C-U"") film starring Chris Hemsworth as a Norse god?",Thor: Love and Thunder [or Thor 4; prompt on Thor]
"A painting depicting six of these objects was destroyed after the United States bombed Osaka during World War II. A gold chain hangs on a shoulder in Anthony van Dyck's (van DIKE's) self-portrait with one of these objects. In 2022, climate activists in London threw (*) soup on a painting titled for these objects. Paul Gauguin's (goh-gan's) room in Arles (arl) was decorated with still-lifes of these plants by a Dutch artist. Shades of yellow were used by Vincent van Gogh to depict, for 10 points, what tall plants in genus Helianthus (heel-ee-ANTH-iss) named for a celestial object?",sunflowers [or tournesols; or Self-Portrait with a Sunflower; prompt on flowers; prompt on plants]
"Arrian of Nicomedia (nik-oh-MEE-dee-uh) wrote a history titled for the ""Anabasis"" (an-AA- buh-sis) of this non-Persian man. Plutarch relates how this king killed his friend Cleitus (KLAI- tus) the Black in a drunken argument in a biography paired with the Life of Caesar. Historians usually mark the start of the (*) Hellenistic Period with the death of this ruler in Babylon in 323 B.C. This son of Philip II defeated the armies of Darius III (duh-RAI-us the third) in a lengthy campaign that subjugated the Persian Empire. For 10 points, identify this Macedonian king nicknamed ""the Great.""",Alexander the Great [or Alexander III of Macedon; prompt on Alexander]
"This man killed a champion that could be challenged by ringing a bronze bowl, named Turquine (toor-KEEN). This man won a joust against Dinadan (DEE-nah-dahn) by wearing a dress over his armor. This character is abducted by the Lady of the Lake as an infant. This man is called the ""Knight of the Cart"" (*) in a 12th-century French poem by Chretien de Troyes (kret-EN day TWAH). This man's son completes the Grail Quest. For 10 points, name this knight of the Round Table and father of Galahad, who sparks a civil war that ends with the death of Arthur because of his affair with Guinevere.",Lancelot du Lac
"At one of these locations in Marieva, 751 disturbed soil sites were identified by the Cowessess (KOW-iz-ess). In 2022, the Dene (DEN-ay) proposed a $500,000 plan to investigate former sites of these institutions. In July 2022, Pope Francis met with survivors of these institutions and held an open-air mass at an (*) Edmonton stadium. The House of Commons recently passed a motion recognizing the deaths of children at these locations as a genocide. For 10 points, name these places where First Nations children were assimilated into Canadian culture.",Canadian Indian residential schools [or Indigenous Canadian schools; prompt on boarding schools or schools]
"The extended form of this man's namesake algorithm can be used to solve Diophantine (dee- oh-FAN-teen) equations. That algorithm named for this man is used to find the GCD of two numbers. Playfair's axiom can be used instead of a statement by this mathematician, who gave the earliest proof for the infinitude of (*) prime numbers. The fifth of this man's postulates is commonly referred to as the parallel postulate. A namesake system of geometry was theorized by, for 10 points, what mathematician from Alexandria who wrote Elements?",Euclid of Alexandria
"A ""pseudo"" form of this musical interval occurs when the frequency ratio is perceived as, but is not, 2:1. This many unique notes are in a scale consisting of alternating whole- and half-steps. In musical notation, notes played this interval higher or lower are denoted by a dashed line and the (*) superscripts ""va"" or ""vb."" This is the largest non-extended perfect interval. This is the number of syllables used to notate a major scale from ""Do"" to ""Do."" For 10 points, name this interval of an octave.",eighth [or octave before it is read]
"The dispersion of these compounds, noted D-stroke, is measured using DLS. The Carothers equation gives the degree of the process creating these molecules. The orientation of subunits on these compounds is called tacticity. Step-growth and chain-growth methods can create these compounds, whose formulas are simplified to (*) brackets surrounding units. Thermoplastics are a type of these compounds that solidify when cooled. Cross-linking strengthens these substances, which include Rayon and Teflon. For 10 points, name these molecules made of repeating monomers (MON- uh-merz).",polymers [prompt on plastics before “thermoplastics”]
"A character with this profession is compared to ""Alexander the Pig"" by Gower and Fluellen. In another play, the brother of a man with this profession is drowned in a barrel of Malmsey wine. That man with this profession states he is ""determined to (*) prove a villain"" and later cries out ""My horse! My horse!"" A character with this profession invokes a ""band of brothers"" in his St. Crispin's Day speech before winning the Battle of Agincourt (AH-zhin-kor). For 10 points, name this profession of Shakespeare's title characters Richard III and Henry V (the fifth).","king of England [or monarch of England; do not accept or prompt on ""king of the United Kingdom""]"
"The bird king Garuda (GAA-roo-DAA) represents an ideology from this country formulated on ""five principles."" This country's communist PKI party was targeted by 1965 and 1966 mass killings after the failure of the 30 September Movement. A president of this country formulated a (*) ""New Order"" to replace his predecessor's policy of ""Guided Democracy."" This country's independence from the Netherlands, during which it was known as the Dutch East Indies, took place after World War II. For 10 points, name this country whose president was Sukarno.",Indonesia [Republic of Indonesia; or Republik Indonesia]
"Angela Carter included feminist retellings of this genre in The Bloody Chamber. The Aarne- Thompson system classifies plots in this genre. The line ""I'll grind his bones to make my bread"" dates to a 1734 instance of this genre about a (*) country boy who trades his cow. In one of these stories introduced by Robert Southey, a poorly behaved old woman wanders a forest home of three bears while they are away. For 10 points, name this genre that includes ""Jack and the Beanstalk"" and many stories of the Brothers Grimm.",fairy tales [or folk tales; prompt on tales; prompt on short stories]
