Question,Answer
"Finding an essential definition of this ideology is compared to ""observing Madame Tussaud's (TOO-soh's) waxworks instead of living people"" in a book titled for this ideology's ""Anatomy."" This ideology is described as a ""politics of hierarchy"" in a Jason Stanley book about ""How"" this ideology ""Works."" This ideology appears in the name of a political party that advocated (*) spazio vitale (SPAHT-see-oh vee-TAH-lay) and was also called the PNF. A symbolic Roman bundle of sticks is the source of the name of, for 10 points, what ideology of Benito Mussolini?",fascism [or fascist]
"In an opera in this language, the young woman Renata joins a convent after moving in with Ruprecht but is later burned at the stake. In an opera in this language of The Fiery Angel, the protagonist drowns her husband's lover in an icy river, a scene targeted by anti-formalist campaigns. (*) Katarina commits adultery in that opera in this language titled Lady Macbeth of the Mtsensk (mit-SENSK) District, which was denounced as ""Muddle Instead of Music"" by Pravda (PRAHV-duh). For 10 points, name this language of many operas by Sergei Prokofiev (pro-KOH- fee-ev) and Sergei Rachmaninoff (rahk-MAH-nin-awf).",Russian [or Russkiy]
"This emperor ordered the construction of the Devil's Dykes to protect a Sarmatian tribe. Lorenzo Valla determined that a document attributed to this emperor was a forgery. The phrase ""in hoc signo vinces"" (een HOHK seeg-noh WEEN-chayz) supposedly was seen by this emperor before he defeated (*) Maxentius at the Battle of Milvian Bridge. This emperor, who names a fraudulent ""Donation,"" issued the Edict of Milan with Licinius after seeing a vision of a cross, leading to religious tolerance in Rome. For 10 points, name this first Christian emperor of Rome.",Constantine I [or Constantine the Great; prompt on Constantine]
"This god is sent to devour all the food at a feast hosted by Kubera (koo-BAIR) meant to impress this god's father. After Chandra (chahn-DRAH) laughed at this god for falling off his mount and vomiting, this god caused the cycles of the moon. This god circled his parents three times in a competition for a mango in which his brother (*) Kartikeya (KAR-tik-AY-uh) raced around the world three times. After being created to guard his mother Parvati (PAR-vah-tee) while taking a bath, this god is decapitated for not allowing entry to his father Shiva. For 10 points, name this elephant-headed Hindu wisdom god.",Ganesha
"This artist portrayed a young man having his ring stolen by a palm-reader. In another painting by this artist, a man peers over a boy in black's shoulder and signals what cards he's holding. This artist of The Fortune Teller and (*) The Cardsharps painted himself as the severed head of Goliath. In a painting by this artist in the Contarelli Chapel, Christ extends a finger towards a bearded man in black who points to himself in a dimly lit room. For 10 points, name this 17th-century artist of The Calling of St. Matthew.",Caravaggio [or Michelangelo Merisi; or Michelangelo Merisi da Caravaggio]
"Some orchid species display a form of this behavior that induces male bees and wasps to copulate on the flower to help with its pollination. Cuckoos that are obligate brood parasites often engage in at least one form of this behavior, usually with their eggs. Aposematic (aa-PAH-sim- AT-ik) coloration (*) benefits organisms that engage in this behavior, though organisms engaging in the Batesian (BAYT-see-en) form of this behavior are not harmful themselves. For 10 points, name this phenomenon in which one species has evolved to resemble another.","mimicry [accept Batesian mimicry, Mullerian mimicry]"
"Joan Kroc, the widow of McDonald's founder Ray Kroc, donated $235 million to this organization in 2003. During the 2008 financial crisis, this organization launched a program called Planet Money to explain the economy. Bob Edwards created a program produced by this organization now hosted by (*) Steve Inskeep called Morning Edition. Ari Shapiro co-hosts an evening news program by this media organization titled All Things Considered. For 10 points, name this nonprofit media organization with a network of over 1,000 U.S. radio stations.",NPR [or National Public Radio]
"In a play by this author, a character tells his wife about a van with a wheelbarrow looking for a ""certain person."" Emma has an affair with Jerry in a play by this author that partly takes place in reverse-chronological order. During a game of Blind Man's Bluff, a character in a play by this author tries to rape Lulu. In a (*) ""comedy of menace"" by this author, McCann and Goldberg abduct Stanley, who is given a toy drum by Meg prior to the title event. For 10 points, name this British playwright of Betrayal and The Birthday Party.",Harold Pinter
"At the Black Bear Inn, a leader of this movement launched a campaign against the Orlamünde (OR-lah-MUN-deh)-based Andreas Karlstadt. A leader of this movement named Philip Melanchthon (mel-ANK-thun) was based in a city where another man lived with his wife Katharina von Bora. A leader of this movement feuded with (*) Huldrych Zwingli (ULD-rik ZVING-lee) in the Marburg Colloquy. This movement, which began at the All Saints' Church, was sparked by the posting of the 95 Theses in Wittenberg (VIT-en-bairg). For 10 points, name this 16th- century movement led by Martin Luther, who separated from Catholicism.",Protestant Reformation
"CPDA-1 is used to preserve this substance. Charles R. Drew developed several methods for storing this substance, which is stored with citrate to chelate (KEE-layt) calcium. This substance can be separated to obtain cryoprecipitate, and FFP is obtained from this substance by apheresis (AA-fuh-REE-sis). Ryan White contracted (*) HIV from a contaminated sample of this substance. In the US, the plurality of this substance is provided by the American Red Cross via donations. For 10 points, name this substance that has to be typed and cross-matched before transfusion.","blood [accept plasma, fresh frozen plasma, platelets, red blood cells, RBCs, packed RBCs, pRBCs]"
"In 2000, a musician of this ethnicity became the youngest International Chopin (show-PAN) Piano Competition winner at 18. A fashionable performer of this ethnicity recorded Sergei Rachmaninoff's (rahk-MAH-nin-awff's) Piano Concerto No. 2 for Deutsche Grammophon (doytch GRAM-uh-fon). An instrument called ""Petunia"" belongs to a musician of this ethnicity who performed (*) ""Air and Simple Gifts"" at Obama's inauguration. During a 2008 event, a pianist of this ethnicity performed the Yellow River Concerto. For 10 points, give this ethnicity of musicians Yuja Wang, Lang Lang, and Yo-Yo Ma.",Chinese [or Chinese-American; or Han Chinese; prompt on Asian]
