Question,Answer
"In a ballet, people in this profession pair up as ""Houlihan"" plays during the ""Saturday Night Waltz."" A lovesick woman in this profession runs across the stage in the ""Corral Nocturne"" section of a 1942 ballet. Tunes of people in this profession such as ""The Old Chisholm (CHIZ-um) (*) Trail"" were included in a ballet that begins with ""The Open Prairie."" Agnes de Mille choreographed a ballet about people in this profession with the sections ""Buckaroo Holiday"" and ""Hoe-Down."" For 10 points, name this profession of characters in Aaron Copland's Rodeo.",cowboys [or cowgirls]
"Richard Hofsteder was inspired by a politician from this state to write ""The Paranoid Style in American Politics."" L. Brent Bozell ghostwrote The Conscience of a Conservative for a politician from this state. That politician from this state was endorsed in the speech ""A Time For Choosing"" and was targeted by the (*) ""Daisy"" ad. A senator from this state was shot down and tortured in Vietnam before becoming the 2008 Republican nominee for President. For 10 points, name this state whose senators included Barry Goldwater and John McCain.",Arizona
"When balanced, these words do not change form, unlike when they are deranked in independent declarative clauses. Alignment relative to these words differentiates ergative languages from nominative-accusative languages. In English, the copula (KOP-yoo-luh) is one of these words, which can take simple, (*) perfect, continuous, and perfect continuous aspects. Infinitives and gerunds are derived from these other words, which can be inflected to change their voice, mood, transitivity, and tense. For 10 points, name these parts of speech that denote actions.",verbs [or gerunds before it is read; or infinitives before it is read]
"This artist's catalogue raisonné (catalog reh-zon-NAY) was compiled by Gail Levin, who believes that the preacher Arthayer R. Sanborn stole many of his pieces from a home in Nyack. A parody of this artist that features (*) Elvis in a white shirt and Marilyn Monroe in a red dress is Gottfried Helnwein's (HELN-vine'z) Boulevard of Broken Dreams. This artist's wife Jo modeled for his paintings Automat and Chop Suey. This artist included an ad for Phillies cigars in a 1942 painting that features three customers inside a diner. For 10 points, name this American painter of Nighthawks.",Edward Hopper
"One operation on these objects is defined in only 3 and 7 dimensions. The Gram-Schmidt process generates orthonormal bases of these objects. Projections of these objects are calculated by multiplying a ""unit"" variety whose norm is 1. These objects can be written using a column matrix. The (*) right-hand rule is used to determine the orientation of a linearly independent one of these objects given by the cross product. The dot product of two of these objects produces a scalar. For 10 points, name these mathematical objects with direction and magnitude.",vectors
"This poem envisions ""a yellow paper rose twisted on a wire hanger"" as ""nothing but a hopeful little bit of hallucination."" The second section of this poem describes ""Boys sobbing in armies! Old men weeping in parks!"" and refers to a character ""whose eyes are a thousand blind widows."" (*) Moloch is repeatedly invoked in this poem, as is an asylum with the line, ""I'm with you in Rockland."" This poem, dedicated to Carl Solomon, starts, ""I saw the best minds of my generation destroyed by madness."" For 10 points, name this poem by Allen Ginsberg.","""Howl"""
"This quantity’s namesake modulus is the difference between absolute and apparent magnitude. Baryon acoustic oscillations appear on the “cosmic ladder” of this quantity. This quantity, which can be measured using standard candles, is equal to the recessional velocity times H per Hubble’s law. One unit of this quantity is derived by considering one arcsecond (*) of parallax. This quantity can also be measured by LIDAR, which bounces a laser off an object and measures the time delay. For 10 points, name this quantity, which in astronomy can be measured in AU, parsec, or light-years.",distance [accept reasonable equivalents of “how far away something is”]
"Torture in this present-day country intensified with the arrival of a parachute division under Jacques Massu. A guerrilla fighter from this country nicknamed Ali la Pointe was depicted in a 1966 film by Gillo Pontecorvo (JEE-loh pahn-tay-KOR-voh). Raoul Salan (sah-LAHN) formed the OAS to oppose ending a war in this country. (*) Harkis and pieds-noirs (peed-NWAH) in this country were targeted for assassination by the FLN. The 1962 Évian Accords formalized the independence of, for 10 points, what North African country where French forces fought urban guerrillas in the Battle of Algiers?",Algeria [People's Democratic Republic of Algeria; or L'Algérie; or République algérienne démocratique et populaire]
"Thirty cassette tapes found in Bangor, Maine appear in this novel's ""Historical Notes'' section and are discussed by Professor Pieixoto (pee-ek-SOH-toh). This novel's protagonist finds the phrase Nolite te bastardes carborundum (noh-LEE-tay tay bas-TAR-dayz kar-bor-OON-dum) on the floor of a closet. In this novel, Aunt (*) Lydia announces that a Guardian was convicted of rape, leading to a ""Particicution."" This novel's protagonist plays Scrabble with the Commander and has an affair with Nick of the Mayday resistance. Offred lives in the dystopian Gilead in, for 10 points, what novel by Margaret Atwood?",The Handmaid's Tale
"This city debuted a tax on day-trip tourists as of January 17, 2023. Tourists to this city's barrier island of Lido can view movies during its film festival, which awards the Golden Lion prize. Some tourists are surprised to realize that cars are completely banned from this city's (*) central region. San Marco and Santa Croce are among the six historic divisions of this city collectively known as sestieri (see-STYAIR-ee). The Rialto contains a bridge over the Grand Canal in, for 10 points, what Italian city that offers gondola transport?",Venice [or Venezia]
"This author was the lyricist for a song which begins by describing a shark with pearly white teeth. This author described a Chicago mobster who runs a cauliflower racket in The Resistible Rise of Arturo Ui. This author wrote an essay on Chinese acting (*) in which he formulated the ""alienation effect."" In a play by this author, Anna Fierling's son Swiss Cheese dies during the Thirty Years' War. For 10 points, name this German writer of Mother Courage and Her Children who collaborated with Kurt Weill on The Threepenny Opera.",Bertolt Brecht [or Eugen Berthold Friedrich Brecht]
