Question,Answer
"A minority view of this mechanism believes that it manifests through the action of physical particles called “pudgala” (pood-GAH-lah). This mechanism is more commonly likened to a shadow or the wheels of a cart, which always follow behind. This concept involves a “ripening” of (*) volition into “vipakas” (vee-PAH-kahz) that dictate whether a happy “sugati” (soo-gah-TEE) or unhappy “duggati” (doo-GAH-tee) is the result of rebirth. For 10 points, name this Jain and Buddhist concept of the accumulation of good and bad deeds whose consequences manifest across lives.",karma [or kamma]
"The Lucas numbers are defined by the same parameters as these numbers except for the first two values. Zeckendorf's theorem states that any integer can be written as a sum of nonconsecutive instances of these numbers. These numbers are produced by the sum of the shallow diagonals of (*) Pascal's triangle. The ratio of consecutive numbers in this sequence approaches the golden ratio. This sequence begins with 1, 1, 2, 3, 5. For 10 points, name this sequence formed by continuously adding the current number in the sequence to the previous.",Fibonacci sequence
"In 2018, after a member of this country's parliament used a knife to threaten a recently installed prime minister, the prime minister's allies wounded several MPs by throwing chili powder. 260 people were killed in this country during three simultaneous suicide bombings on Easter 2019. Similarly to an incident in Iraq, protestors in 2022 took over the (*) pool of this country's president, who resigned after fleeing to Singapore during a food and energy crisis. For 10 points, name this Indian Ocean island country formerly run by Gotabaya Rajapaksa (goh-tah-BAH-yah rah-jah-PAHK-sah).",Sri Lanka [Democratic Socialist Republic of Sri Lanka; or Shri Lanka Prajatantrika Samajavadi Janarajaya; or Ilankai Jananayaka Choshalichak Kutiyarachu]
"This poet told the addressee “do not look for me” if the title event occurs in “If You Forget Me.” The last poem in a collection by this poet begins with the declaration “The memory of you emerges from the night around me.” That poem by this person repeats the line “In you everything sank” and ends by describing the (*) “hour of departure.” This poet wrote a collection that opens with the declaration “Tonight I can write the saddest lines.” For 10 points, name this Chilean poet of Twenty Love Poems and a Song of Despair.",Pablo Neruda [or Neftali Ricardo Reyes y Basoalto]
"This process is responsible for the formation of minerals such as borax and halite, and it also names that class of minerals. The rate of this process can be calculated by how much the level in a Class A pan drops over twenty-four hours. Wet-bulb temperature is lower than dry-bulb temperature in (*) unsaturated air due to this process's cooling effect. This process is one of the three steps in the water cycle along with condensation and precipitation. For 10 points, name this process in which water becomes a gas and enters the atmosphere.",evaporation [prompt on vaporization]
"The Uzura-gakure (oo-zoo-rah-gah-koo-ray) is one of these people's “earth techniques” that requires curling into a ball. The Bansenshūkai (ban-shen-soo-kai) details how these people were trained in the Iga and Koga regions. Objects used by these people include the air-filled mizugumo (mee-zoo-goh-moh), which supposedly let them (*) walk on water, and kunai, which were used to stab holes into walls. These people's practice of tanuki-gakure (tah-noo-kee-gah-koo-ray) involved climbing trees to hide, possibly during assassination missions. For 10 points, name these covert agents in feudal Japan who are often portrayed as clad in black.",ninjas [or shinobi]
"A character created by this author inspired the title of a seminal 1979 Sandra Gilbert and Susan Gubar book on Victorian literature. This author inspired a later novel set in the Caribbean about Antoinette Cosway. (*) Jean Rhys' (jeen reese's) novel Wide Sargasso Sea was inspired by a novel by this author, in which Grace Poole cares for a woman who is locked in the attic. This author created a character who teaches at the Lowood School before becoming a governess at Thornfield Hall where she falls for Mr. Rochester. For 10 points, name this author of Jane Eyre",Charlotte Bronte [or Currer Bell; prompt on Bronte; prompt on Bell]
"Musicians from this cultural region include Dock Boggs and Bascom Lamar Lunsford. A style of music developed in a smaller part of this region was promoted by Bill Monroe and Earl Scruggs. The Carter Family and a genre called “old time fiddle” originated in this region, whose dulcimer and (*) banjo music inspired Dolly Parton and bluegrass musicians. Songs like “Solidarity Forever” were used for coal mining strikes in this region. The folk song “Cumberland Gap” was written in, for 10 points, what mountainous region of the Eastern United States?",Appalachia [or Appalachian Mountains; prompt on Bluegrass region until “bluegrass” is read]
"A city on this large body of water houses the Fortaleza de São Miguel (FORT-ah-lee-AYZ-uh day SOW mee-GEL) and is the most populous Portuguese-speaking city outside of Brazil. A region along this body of water extends from the Kunene (kuh-NAY-nay) River to the Swakop (swah-KOAP) River and faces intense fog from the Benguela (ben-GAIL-uh) current. The (*) Skeleton Coast is located along this large body of water, as is the city of Luanda. A city along this ocean includes Table Mountain and Robben Island off its coast. Cape Town lies on the coast of, for 10 points, what ocean that touches Angola and South Africa?",Atlantic Ocean [or South Atlantic Ocean; or Luanda Bay until “Kunene” is read]
"After the destruction of this city, so-called “Robinson Crusoes” hid in its ruins for over three months. Groups such as the ZOB, which operated a bunker at Miła (MEE-wah) 18, fought Jürgen (YORG-en) Stroop's forces in this city. A forest near this city was the site of a facility built under Operation Reinhard in the village of (*) Treblinka (treb-LINK-ah). Chłodna (WOHD-noh) Street was an enclave within this city, which in 1939 had the largest Jewish population in Europe. For 10 points, name this Polish city where Jews launched a 1943 uprising against the Nazis from a designated ghetto.",Warsaw [or Warszawa]
"A character in this play complains that hearing “Rise and shine” makes him think “how lucky dead people are.” A love interest in this play is the subject of the question “Irish on both sides... and doesn't drink?” A character in this play is nicknamed “Shakespeare” at work before quitting to join the (*) merchant marine. This play ends as the main character blows out candles after a visit from a “gentleman caller.” Jim breaks Laura Wingfield's unicorn, which is part of the title collection in, for 10 points, what play by Tennessee Williams?",The Glass Menagerie
