Question,Answer
"This poem describes a body of water that ""Lay like the folds of a bright girdle furled."" This poem compares the world to an illusory ""land of dreams"" which has ""really neither joy, nor love, nor light."" The speaker of this poem tells his love to ""come to the window, sweet is the night-air!"" (*) and describes an ""eternal note of sadness"" that ""Sophocles (SAH-fuh-kleez) long ago Heard"" on the Aegean (uh-JEE-un). This poem compares its title location to a ""darkling plain"" where ""ignorant armies clash by night."" For 10 points, name this poem by Matthew Arnold.","""Dover Beach"""
"On this show, Dr. Quadpaw is unable to save a character who states ""surprise from above is never as shocking as one from below."" On this show, Andy Serkis plays a prisoner who can't swim. This show's title character infiltrates a garrison on Aldhani (awl-DAH-nee) and helps steal the quarterly payroll for an (*) Imperial sector. This show is named for the thief who later helps steal the plans to the Death Star in the movie Rogue One. Disney+ (""Disney plus"") streams, for 10 points, what Star Wars series on which Cassian (KASH-in) is played by Diego Luna?",Andor
"Kenny Baker recorded a George and Ira Gershwin song titled for how this concept ""Walked In."" Elsie Carlisle recorded a 1929 Cole Porter song about this concept that asks ""Just who can solve its mystery?"" The Goldwyn Follies included a song written as a tribute to George Gershwin's death titled this concept ""Is (*) Here to Stay."" A Richard Rodgers tune from Oklahoma! named for this concept centers on feelings shared between Laurey and Curly. For 10 points, name this romantic concept that titles a Cole Porter song about ""honeymooners at last alone.""","love [or ""Love Walked In""; or ""What Is This Thing Called Love?""; or ""Love Is Here to Stay""; or ""People Will Say We're In Love""; or ""True Love""]"
"Ernest Maconchy's (maa-KAHN-kee's) memoirs recall landing near this city at Kingstown and a lieutenant stabbing three men in a house on this city's Haddington Road. Fighting in this city included the capture of the Union Workhouse and a several-day-long siege of the (*) General Post Office. Patrick Pearse proclaimed a republic in this city during a 1916 rebellion. British troops suppressed the Easter Rising in this city. For 10 points, what city served as the capital of the Irish Republic?",Dublin
"A result named for this man can be proven by considering rotationally equivalent necklaces of multi-colored beads. This man’s namesake primality test fails for Carmichael numbers. Numbers of the form two to the two to the n plus one are named for this man, who also names a result stating that a to the p is congruent to a mod p, his “little” theorem. The (*) Taniyama-Shimura conjecture implies a result named for this man concerning the equation an + bn = cn (a to the n plus b to the n equals c to the n), which was proven by Andrew Wiles. For 10 points, name this mathematician who proposed a “last theorem.”",Pierre de Fermat [accept Fermat’s little theorem or Fermat number or Fermat’s last theorem]
"In March 2022, a fiberglass boat from this country capsized after leaving the port of Sabratah (sah-BRAH-tah). A pipeline connects this country's Sarir Oil Field with its port of Tobruk (tub- ROOK). This country's city of Sirte, which briefly served as its capital during (*) 2011 unrest, lies on the Gulf of Sidra. The city of Cyrene gave its name to this country's region of Cyrenaica (SEE-rin- AY-ik-ah). This country's second-most populous city, Benghazi, is a port on the southern Mediterranean Sea. For 10 points, name this north African country whose coastline lies between Egypt and Tunisia.",Libya [or State of Libya]
"Prior to this election, a political coalition called Ensemble was formed to include parties such as Horizons. In this election's primaries, Éric Zemmour (eh-REEK zem-or) of the Reconquest party garnered 7% of the vote. The lowest result for a Socialist candidate in the country's history was achieved by (*) Anne Hidalgo in this election. The winner of this election, who founded a party now known as Renaissance, was the first to win re-election since Jacques Chirac in 2002. For 10 points, name this election in which Marine (mah-RIN) Le Pen lost to Emmanuel Macron.","2022 French presidential election [prompt on partial answers; accept any answer indicating the year, office, and location of the election]"
"The Vigla was an elite unit in this empire's tagmata (TAHK-mah-tah) military system. A monarch of this empire had his skull turned into a drinking cup after losing to Krum at the Battle of Pliska. A monarch of this empire was taken prisoner by Alp Arslan after losing the Battle of (*) Manzikert (MAN-zik-ert) to the Seljuks. Under emperor Heraclius I (her-AK-lee-us the first), Greek titles began to be used in this empire's official documents. This empire ultimately fell in 1453 to the forces of Mehmed II's Ottoman Empire. For 10 points, name this empire centered at Constantinople.","Byzantine Empire [or Eastern Roman Empire; do not accept or prompt on ""Roman Empire""]"
"Nefolovhowe (nef-OH-loh-VOW-ay) becomes wealthy selling coffins in a novel from this country that follows Toloki (toh-LOH-kee), a professional mourner. Rosa, the title character of a novel from this country, is criticized by her former servant Bassie for not knowing his real name. A (*) ""bakkie"" is used to escape a civil war in this country by the Smales family with the help of a servant. In a novel from this country, Stephen Kumalo tries to save his son Absalom after he kills Arthur Jarvis. For 10 points, name this country home to Zakes Mda (ZIKES mid-AH), Nadime Gordimer, and Alan Paton.",South Africa [Republic of South Africa]
"For reactions with initiation and propagation steps, this quantity's equation has fractional exponents. Half-life formulas are derived from ""integrated"" equations for this quantity. The influence of temperature on this value is described by the (*) Arrhenius (uh-REE-nee-us) equation. If a reaction is at equilibrium, both the forward and reverse reactions have the same value for this quantity. By lowering activation energy, catalysts increase this value, calculated using a constant ""k."" For 10 points, name this value, the speed at which a chemical reaction occurs.",reaction rate [or rate constant]
"Off this country's coast, Barbary pirates conducted a series of slave raids called the Turkish Abductions. In this country's capital city, Mikhail Gorbachev and Ronald Reagan signed the Intermediate-Range Nuclear Forces Treaty. This country clashed with Britain over fishing rights during the (*) Cod Wars. The position of Lawspeaker was elected to oversee this country's Althing. For 10 points, name this country whose Eddas and sagas are the major source of information on the belief system brought here from the mainland known as Norse mythology.",Iceland [Republic of Iceland; or Ísland]
