Question,Answer
"A member of this profession named Hegelochus (HAY-ghel-OH-kus) had his career ruined after mistakenly speaking about a ""weasel"" instead of a ""calm sea."" The so-called inventor of this profession in ancient Greece was from Icaria (ee-KAH-ree-ah) and gained fame when he jumped on top of a cart and began to recite (*) poetry. Members of this profession put on the central entertainments of the City Dionysia (DYE-oh-NYE-see-uh). Thespis was an ancient Greek member of, for 10 points, what profession whose members often wore masks as they performed in tragedies and comedies?","actors [or actresses; or thespians until ""Thespis"" is read; prompt on performers; prompt on artists]"
"In this nation, the protagonist protects his eyes after refusing to kill promoters of the Big- Endian heresy. This nation's prince wears one heel higher than the other to support a parody of the Tories called Tramecksan (tram-EK-sun). Mildendo is the capital of this nation, toward which one novel's protagonist (*) swims after a shipwreck. This nation, whose residents tie the protagonist of a novel to the ground, clashes with nearby Blefuscu (BLEF-us-koo). For 10 points, name this fictional nation whose tiny residents encounter the protagonist of Gulliver's Travels.",Lilliput
"This thinker's notion of the ""ethical life"" was defined as freedom through civil society, family, and the state. This philosopher envisioned a person searching for ""rediscovery of himself by himself"" in a passage titled for ""independence and dependence of self-consciousness."" This idealist developed the concept of (*) ""synthesis"" through a ""thesis"" and ""antithesis,"" which was used to analyze a ""struggle to the death"" between the master and slave in a namesake dialectic. For 10 points, name this German philosopher of The Phenomenology of Spirit.",Georg Wilhelm Friedrich Hegel
"In one species, this process is initiated by PTTH, which triggers the release of 20- hydroxyecdysone (twenty hai-DROK-see-EK-dis-own). The completeness of this process divides species into ametabolous (AIM-uh-TAB-uh-lis), hemimetabolous (HEM-ee-muh-TAB-uh-lis), and holometabolous (HAH-loh-muh-TAB-uh-lis) types. Axolotls (AK-suh-lot-ulz) are neotenic (nee-oh-TEN-ik), so they do not undergo this process, which is done by insects through processes such as (*) ecdysis (EK-dis-iss). Certain organisms enter an inactive state called the pupa during this process, which occurs after the larval stage. For 10 points, name this transformation of animals into adult form, such as a caterpillar into a butterfly.",metamorphosis [prompt on molting; prompt on ecdysis before it is read]
"A medieval variant of this musical form sometimes partly names the song ""Sumer is icumen in"" (SOO-mair ees ee-KOO-men een). The words ""Quaerendo invenietis"" (kwai-REN-doh in- vayn-ee-AYT-is) appear above the ninth of ten pieces in this form in The Musical Offering. A quodlibet (kwohd-LIB-et) breaks the pattern that every third variation of the (*) Goldberg Variations takes this form. The followers play an identical melody to the leader in ""perpetual"" pieces in this form, which are also called rounds. For 10 points, name this form of a popular D major piece originally paired with a gigue (zeeg) by composer Johann Pachelbel.",canons [or rounds before it is read; or rotas; or Reading Rota]
"In this state's capital city, 2020 Republican mayoral candidate Steve Carter died due to COVID two months after losing that election. In 2022, five police officers were arrested in this state after beating and choking (*) Ronald Greene to death in 2019. This state's House surprisingly disregarded its governor's selection for Speaker of the House, a tradition which went back to Huey Long. For 10 points, name this state governed by John Bel Edwards.",Louisiana
"A eunuch of this dynasty named Wei Zhongxian (WAY zong-shee-AHN) commanded a secret police force called the Embroidered Uniform Guard. This dynasty's Zhengtong (zeng-TAHNG) Emperor was captured by the Oirats (OY-rahts) during the Tumu (TOO-moo) Crisis. This dynasty came to power after winning the Battle of (*) Lake Poyang (POH-yong) and was founded by the Hongwu Emperor. The Yongle (YONG-lay) Emperor commissioned the Forbidden City during this dynasty, which sponsored Zheng He's (jung HUH's) treasure voyages. For 10 points, name this dynasty the created namesake porcelain vases and preceded the Qing (ching).",Ming Dynasty
"One type of these objects has a conserved quantity called Carter’s constant. These objects are specified by their mass, charge, and angular momentum according to the no-hair theorem. The tidal forces generated by these objects can cause spaghettification. The formula 2 G M over c squared gives a (*) radius needed to produce one of these things. These things evaporate by emitting Hawking radiation. The boundaries of these things are marked by an event horizon. For 10 points, name these spots with gravity so strong that not even light can escape.",black hole
"These objects are sold in a store where the protagonist, “you,” meets Ludmila in a second- person Italian-language novel. These objects, which are both sold and described in alternate chapters of If on a winter's night a traveler by Italo Calvino, are stolen by (*) Liesel Meminger during World War II in a Markus Zusak novel. Endless, seemingly randomly arranged examples of these things fill hexagonal rooms in a short story by Jorge Luis Borges (BOR-hays). For 10 points, name these objects which Borges wrote about in “The Library of Babel.”",books [or novels; or other specific kinds of books]
"This man won a battle in which he hid a portion of his army in the fog around a lake south of Cortona. The severed head of this man's brother was thrown into his camp after the Battle of Metaurus (met-OW-rus). This general waited until the command of an enemy army switched from Lucius Aemilius (*) Paullus to Gaius Terentius Varro. This general deployed Numidian cavalry to double envelop a Roman force at Cannae (kan-AY) but was later defeated by Scipio Africanus at the Battle of Zama (ZAH-mah). For 10 points, name this Carthaginian general who crossed the Alps during the Second Punic War.",Hannibal Barca [prompt on Barca]
