Question,Answer
"This many points appear in a mystical representation of the fourth member of a sequence called the tetractys, which may be connected to the fact that the letter ""yod"" that begins the Tetragrammaton (TET-ruh-GRAM-uh-TAHN) has this value in Gematria (gem-AT-ree-ah). That shape may have partly inspired a diagram in which Keter (KET-air) and Da'at are combined so that this many spheres represent the (*) sefirot (say-feer-OAT). To recite the Kaddish (KAH-dish) in Orthodox traditions, this many men must be present to make up a minyan (MIN-yin). The Egyptians suffered this many plagues in Exodus. For 10 points, two tablets of stone written at Mount Sinai listed how many commandments?",ten [The Pythagorean tetractys is speculatively connected to the Kabbalistic Tree of Life diagram and its ten sefirot.]
"The parity of these mathematical objects can be determined by decomposing them into inversions. These objects are bijections from a set to itself. Derangements and transpositions are subtypes of these objects. Dividing the number of linear instances of these objects by n gives the number of circular instances. For n distinct elements, there exist n (*) factorial of these objects. For the set {1, 2, 3}, there exist six of these objects. For 10 points, name these mathematical objects defined as an arrangement of members of a set in an order, contrasted with combinations.",permutations
"In this country, a political party created the TAEF as part of the New Southbound Policy and includes the centrist ""ex-New Tide faction."" This country's pan-Green coalition won in a landslide over a party whose logo consists of a white sun on a blue background. In 2022, this country's president resigned as leader of the (*) Democratic Progressive Party following election losses to Eric Chu's Kuomintang (GWOH-min-DONG). For 10 points, Tsai Ing-wen is the president of what Asian island country?","Taiwan [or Republic of China; or Zhōnghuá Mínguó; do not accept or prompt on ""China"" alone]"
"One of these animals who works in a hotel steals the names of women he is attracted to in a Haruki Murakami (HAH-roo-kay moo-rah-KAH-mee) story titled for his ""Confessions."" In a folk tale, one of these animals steals persimmons and murders a crab. In a novel, Erlang imprisons one of these animals for (*) 49 days in a cauldron; that one of these animals knows 72 transformations and carries a golden staff to protect Sandy, Pigsy, and Tripitaka (trip-ee-TAH-kah) in an expedition. For 10 points, name this animal form of Sun Wukong (sun woo-KONG) in Journey to the West.","monkeys [or ""Confessions of a Shinagawa Monkey""]"
"The distribution of Lystrosaurus (LAI-stroh-SOR-us) and Glossopteris (GLOSS-op-TER-iss) fossils helped to provide evidence for the existence of this structure. Alfred Wegener (VIG-uh- ner) was the first to hypothesize the existence of this structure. The Tethys (TETH-iss) Sea began rifting through this structure, whose (*) breakup was driven by the formation of the Mid-Atlantic Ridge. This structure was surrounded by Panthalassa (PAN-thuh-LASS-uh), and was preceded by the similar landmasses Laurasia and Gondwana. For 10 points, name this supercontinent that began breaking apart 200 million years ago.",Pangaea
"A book by John W. Dower examined ""decadence"" in this country. Murray Sanders helped a scientist from this country escape prosecution in the Khabarovsk (KAH-bahr-AHVSK) trials for leading Unit 731. After losing a war, this country was governed by SCAP, which drafted a constitution whose (*) Article 9 prohibited it from making war. Douglas MacArthur helped shield this country's emperor from prosecution after its August 15, 1945 surrender. For 10 points, name this country led by Emperor Hirohito during World War II.",Japan [or Nippon]
"In a novel by this author, the aristocrat Arthur Donnithorne hosts a party for the Hayslope community and later has an illegitimate child with Hettie Sorel. This author included ""Mr. Gilfil's Love Story"" in the collection Scenes of Clerical Life. A character struggles to complete (*) The Key to All Mythologies in a novel by this author in which Tertius Lydgate marries Rosamond Vincy. This author, who included Dinah Morris in Adam Bede, wrote ""A Study of Provincial Life"" about Dorothea Brooke. For 10 points, name this British author of Middlemarch.",George Eliot [or Mary Ann Evans]
"In a ballet by this composer, a harp cadenza (kuh-DEN-zuh) precedes a dance in which the title character is given flowers by four suitors. In a ballet by this composer, a pas de deux (pah day doo) includes 32 consecutive fouettés (FWET-ay) for an evil sorceress. The Rose Adagio (ah- DAJ-ee-oh) appears in a ballet by this composer choreographed by (*) Marius Petipa (maa-REE- us pet-EE-pah) that includes Princess Aurora. The lead ballerina plays two roles in white and black in a ballet by this composer in which Prince Siegfried and Odette die together. For 10 points, name this composer of The Sleeping Beauty and Swan Lake.",Pytor Illyich Tchaikovsky
"These animals name a wildlife park established outside of Broederstroom (BROH-dur- strum), which employs the Internet celebrity Kevin Richardson. The Barbary or Atlas variety of this animal, as well as its Cape variety, are likely extinct. One of these animals appears on Ethiopia's historic flag, as Ethiopia's kings claimed (*) descent from the House of Judah. South Africa has curbed the private breeding of these apex predators to sell as hunting trophies. ""Simba"" is the Swahili word for these animals. For 10 points, name these cats known for their roar and mane.",lions [or Panthera leo; or Lion and Safari Park; prompt on big cats until “cats” is read]
"The last king of a country known by this ethnic group's name, Peter I the Liberator, rose to power after the murder of Alexander I in 1903. An ethnic group of this name comprised the Scorpions unit under Ratko Mladić (RAT-koh m'LAD-itch), which was responsible for the (*) Srebrenica (s'REB-en-EETS-yuh) massacre. A present-day country named for this ethnic group took its final form in the 2000s, following the independence of Montenegro and Kosovo. For 10 points, what ethnic group's namesake country is the largest successor state to Yugoslavia, and fought Bosnia and Croatia in the 1990s?",Serbs [or Serbians]
"The monomers that create this structure are transported by bactoprenol. Mycoplasma notably lack this structure, which in some organisms contains mycolic acid. DD-transpeptidases are needed to crosslink this structure, one component of which is formed from n-acetylglucosamine N uh-SEET-il-gloo-KOH-suh-meen) and n-acetylmuramic (N uh-SEET-il-yur-AM-ik) acid. Beta- lactams such as (*) penicillin inhibit the synthesis of this structure, which is made of peptidoglycan (PEP-tid-oh-GLAI-kan) and is significantly heavier in Gram-positive than gram-negative organisms. For 10 points, name this structure that surrounds the cell membrane of bacteria.",cell wall [do not accept or prompt on “cell membrane”]
