Question,Answer
"The night before this battle, a general was nearly killed when a Black wagon driver named Ben led assassins to his tent. The commander of the ""Yellow Jacket"" riflemen, Spier Spencer, was killed in this battle. The name of this battle, whose losing side was centered at Prophetstown, was paired with ""and (*) Tyler too"" in a song for the Whigs' 1840 presidential campaign. For 10 points, named this battle in present-day Indiana in which William Henry Harrison defeated the Shawnee, who were led by Tecumseh's (tek-UM-seh's) brother, ""The Prophet'' Tenskwatawa (TEN-skwuh-TAH- wah).",Battle of Tippecanoe
"This god was the father of Thrax, who was the patron of the region of Thrace. Alectryon is turned into a rooster after failing to warn this god of Helios approaching. A vision from Athena inspires Diomedes (dai-AH-mid-eez) to wound this god and his wife during the Trojan War. Hephaestus fails to gain sympathy from the Olympians (*) after ensnaring this god in a net during his affair with Aphrodite (AF-ruh-DAI-tee). This god complained when Sisyphus (SIS-uh-fus) bound Thanatos (THAA-nuh-tohs), since no one was dying in battle. For 10 points, name this Greek god of war.","Ares [or Mars until ""Helios"" is read; do not accept or prompt on ""Mars"" after ""Helios"" is read]"
"A house in this state features a balcony overhung by a red cypress roof with hexagonal skylights. In this state, the house of Kentuck Knob was built to specifications laid out by the Hagan family. A house in this state has a central stone chimney made from (*) Pottsville sandstone, to which are anchored stacked platforms of cantilevered concrete. Frank Lloyd Wright designed a house atop a cascade of the Bear Run River in this state. For 10 points, name this state where Fallingwater is about an hour's drive from Pittsburgh.",Pennsylvania
"The historic region of Demerara in this country lends its name to a variety of dark rum and a type of partly-refined sugar. The vast majority of the drainage basin of the Essequibo (ay-say- KEE-boh) River lies in this country. This country's Atlantic coast lies between Venezuela to the west and (*) Suriname to the east. This country, which gained independence from the U.K. in the 1960s, is governed from Georgetown. For 10 points, name this country, not to be confused with a nearby, similarly-named ""French"" overseas department in South America.",Guyana [Co-operative Republic of Guyana]
"This man removed Peter Strzok (struck) from an investigation after text messages between Strzok and Lisa Page were leaked. Don McGahn threatened to resign rather than follow an alleged order to (*) fire this man. This man became the director of the FBI one week before the September 11 attacks. William Barr was accused of issuing a misleading summary weeks before a document helmed by this man was released in 2019. For 10 points, name this former director of the FBI who investigated Russian election interference in a namesake 2019 report.",Robert Mueller (MULL-er) [Robert Swan Mueller III]
"When variables have this property, the formulas for Boolean decomposition and orthogonal linear interpolation are the same. Two events with a covariance of zero have this property, as do the outcomes of Bernoulli trials. A collection of variables with the mutual form of this property also has its pairwise form. If the probability of A times (*) the probability of B equals the probability of A and B, then events A and B have this property. Dice rolls are events with, for 10 points, what property in which one outcome does not affect subsequent outcomes?",independence [or independent events; or mutual independence; or pairwise independence]
"A secessionist movement named for this mountain range uses the “Doug flag” and grew out of the 1940s “State of Jefferson” movement. Mount Adams is the highest point of this mountain range's Gifford Pinchot (pin-CHOH) National Forest. The only mountain in the continental U.S. on the Decade Volcanoes list is in this range that is home to (*) Crater Lake. The Columbia River Gorge cuts into this range, which contains climbing sites such as Mount Hood. For 10 points, name this range of the Pacific Northwest that includes Mount Rainier and Mount Saint Helens.",Cascade Range [or Cascades]
"This was the primary instrument played by the lead artist on the album Moanin' who co- founded the Jazz Messengers. Art Blakey and Gene Krupa played this instrument, the latter collaborating with clarinetist Benny Goodman on “Sing, Sing, Sing.” Krupa also appeared on “Bernie's Tune,” which has a six-minute solo by another player of this instrument, (*) Buddy Rich. Performers of this instrument often choose between a traditional or a matched grip. For 10 points, name this jazz instrument which has bass and snare varieties.",drums [or drum kit; prompt on percussion]
"The smallest scales of this phenomenon are the Kolmogorov (kul-MAH-GOR-off) microscales, which facilitate energy cascades. Time-averaged equations such as the Reynolds-averaged Navier– Stokes (NAV-yay-stoaks) equations are used to model this phenomenon in computational fluid dynamics. This form of (*) fluid flow occurs at very high Reynolds numbers. Eddies and vortices are produced in this form of fluid flow, which is contrasted with laminar flow. For 10 points, name this chaotic form of fluid flow that can cause bumpy airplane rides.",turbulence [or turbulent flow]
"A collection by an author of this ethnicity features a character who is repeatedly told about his father seeing Jimi Hendrix at Woodstock. That man of this ethnicity wrote a novel in which a blues trio meets Robert Johnson, and adapted for film his collection titled for the Lone Ranger. An author of this ethnicity wrote of the death of his (*) sister in a novel in which youth basketball star Junior is born with hydrocephalus. For 10 points, name the ethnicity of Sherman Alexie, who wrote about this group in an Absolutely True Diary.",American Indian [or Native American; or Spokane; or Coeur d'Alene; prompt on Indian]
"The Lambing Flat riots targeted people originally from this present-day country at Stoney Creek and other gold fields. Ned Kelly's first run-in with the law was being accused of robbery by a pig farmer originally from this country. Many people fled to Australia from this country during the (*) Punti-Hakka clan wars. A city in this country is the namesake of a practice of forcibly retaining sailors on ships. An 1882 “exclusion act” curtailed immigration to the U.S. from, for 10 points, what country that provided many workers on the Transcontinental Railroad?",China [People's Republic of China; or Zhongguo; or PRC; or Zhonghua Renmin Gongheguo]
"One of these two men claimed to have seen six extra birds in an augury contest, after which the other member of this pair humiliatingly jumped over a low wall constructed by the other. These two men kill King Numitor's (NOO-mit-or's) usurper, Amulius (am-YOO-lee-us), who earlier sentenced them to death. A dispute between these two men near the (*) Palatine (PAL-uh-tyne) and Aventine (AV-en-tyne) Hills leads to one of them dying. The Vestal Virgin Rhea Silvia (RAY-uh SIL-vee- uh) gave birth to these two men, who were set afloat on the Tiber (TAI-bur) River and suckled by a wolf. For 10 points, name these twin founders of Rome.","Romulus and Remus [answers may be given in either order, but do not accept or prompt if only one answer is given]"
"This singer starred in a music video that also featured Andrea Denver and Sean O'Pry and was filmed at Oheka Castle as part of a collaboration with American Express. In 2021, this performer announced plans to re-record earlier material to regain publishing rights, starting with Fearless, in a series labeled her (*) “version.” This singer of “Wildest Dreams” sings about Joe Jonas in her song “Forever and Always” and Jake Gyllenhaal in “All Too Well.” For 10 points, name this singer- songwriter of the songs “Willow,” “Cardigan,” and “Bad Blood.”",Taylor Swift [Taylor Alison Swift; or Taytay]
"Within two years in this city, unarmed Guinean immigrant Amadou Diallo (AH-muh-doo dee- AH-loh) was killed and Haitian-born Abner Louima (loo-EE-muh) was assaulted by police. Matias Reyes ultimately confessed to a crime in this city for which five Black boys were originally accused in the assault of a (*) jogger, prompting a full-page ad advocating the death penalty placed by Donald Trump. The practice of stop-and-frisk increased in this city under a police commissioner appointed by mayor Rudy Giuliani. For 10 points, name this city that was the site of the Central Park Five case.",New York City [or NYC]
"These entities socially construct the meaning of anarchy according to Alexander Wendt's foundational article of constructivist theory. The modern concept of these entities is often dubbed the “Westphalian” (west-FAIL-yun) definition. A capability trap in the power of these entities can result in an erosion of these things' monopoly on the (*) legitimate use of force, leading to these things becoming “failed.” For 10 points, name these things whose power politics towards each other are the subject of international relations theory.",states [or countries; prompt on nations; prompt on governments]
"A ballet based on writings by this author debuted in 1940, with Galina Ulanova (GAH-lee-nah oo-LAH-noh-vah) and Konstantin Sergeyev (kahn-stan-TEEN sair-GAYV) playing lead roles at the Kirov and a score incorporating a gavotte (gaa-VAWT) from the Classical symphony. For a 1962 ballet inspired by this author, George Balanchine (BAAL-an-sheen) adapted incidental music by Felix Mendelssohn, including the (*) “Wedding Dance.” The “Dance of the Knights” appears in a Sergei Prokofiev (SUR-gay pro-KAH-fee-ev) ballet named for a play by this author. For 10 points, name this author who inspired the piece “Montagues (MAHN-tug-yooz) and Capulets” (KAP-yoo-lets) in Prokofiev's Romeo and Juliet.",William Shakespeare
"The Ludus Magnus was a large facility for training people of this profession. Female members of this profession were included in a munus (MOO-nus) held by Domitian (doh-MISH-un) that described them as Amazons. Emperor (*) Commodus (KAH-mud-us) frequently participated in this profession, whose members often ate barley for strength. The “turned thumb” gesture was used by the public to judge the fate of people in this profession. For 10 points, name this profession of people trained to fight in the Colosseum for entertainment.",gladiators [prompt on slaves]
"A short story by this author features the question, “In a riddle whose answer is chess, what is the only prohibited word?” A character in a story by this author describes knowing “the Secret,” which is a “British artillery park on the Ancre” (AHN-kur). A story by this author features a hunt by the “Purifiers” through (*) infinite hexagonal rooms. Richard Madden kills sinologist Stephen Albert to signal the Germans in a story by this author. For 10 points, name this author whose Ficciones (FEEK-see-OH-nays) includes “The Library of Babel” and “The Garden of Forking Paths.”",Jorge Luis Borges (BOR-hays)
"This artist painted six identically-dressed men in black and white in a painting that became an iconic symbol of a cigar brand. This artist's only seascape was stolen from the Isabella Stewart Gardner Museum. This artist of Syndics of the Drapers Guild and Storm on the Sea of Galilee, who used his wife (*) Saskia as a model, painted a gun blending into feathers on a hat and a girl in a white dress wearing a dead chicken on her waist. The militia of Frans Banning Cocq (“coke”) was painted by, for 10 points, what Dutch artist of The Night Watch?",Rembrandt [Rembrandt Harmenszoon van Rijn]
"The rate of increase in this quantity is equal to genetic variance according to Fisher's fundamental theorem. The frequency of a particular genotype in a population will decrease if it has a low value for this quantity. The “inclusive” form of this quantity is increased in (*) kin selection, and parental investment is a strategy to increase this quantity. Inbreeding decreases this quantity, which in sterile animals is zero. For 10 points, name this measure of an organism's ability to pass its genes on to the next generation.",fitness [or W]
"This company's New Global Architecture initiative designed its Dynamic Force product line. This company's origin in making looms influenced ideas such as “continuous improvement” or kanban that form its much-emulated “Production System.” The last phase of the (*) Chadian- Libyan conflict in the 1980s is named for the use of this company's Hilux product. In the 21st century, this company surpassed four banks and Tokyo Electric to become the largest firm in Japan. For 10 points, name this auto manufacturer that produces the Corolla, Prius, and Camry.",Toyota [Toyota Motor Corporation]
"This author appended an essay explaining “What Happened Afterward” to one of his plays after he was annoyed by edits by Herbert Tree to make the ending happier. In another play by this author, John Tanner is the author of The Revolutionist's Handbook, and the main character converses with Don Juan in (*) Hell. Another play by this author of Man and Superman revolves around a bet made by Henry Higgins with Colonel Pickering about passing off Eliza Doolittle as a duchess. For 10 points, name this author of Pygmalion.",George Bernard Shaw
"This man suggested lighting all synagogues on fire in his treatise On the Jews and Their Lies. Frederick III sent men dressed as highway robbers to safely escort this man to Wartburg (VART- boorg) Castle for hiding. Charles V (the fifth) issued the Edict of (*) Worms (vurmz) after this man refused to renounce his criticisms of practices such as indulgences. Pope Leo X (the tenth) demanded that this man renounce his writings, which he may have nailed to the door of the Castle Church in Wittenberg (VIT-en-BAIRG). For 10 points, name this German theologian who started the Protestant Reformation.",Martin Luther
"These events were defined using a compendium of marine animals written by Jack Sepkoski. A “gun” hypothesis describes how the breakup of methane clathrates may have contributed to one of these events. One of these events described by the Alvarez hypothesis made way for a large amount of (*) adaptive radiation in mammal species. The sixth one of these events, dubbed the Holocene, is currently ongoing, and the last one happened 65 million years ago. For 10 points, name these events, such as the K-T and the “Great Dying” in which many species end.",mass extinction events
"This city's Kimmel Center is home to a non-opera orchestra conducted by Montreal-born Yannick Nezet-Seguin (yah-NEEK NEZ-eh-say-gah). The Curtis Institute of Music is in this city. Eugene Ormandy (OR-man-dee) was the longtime conductor of a “Big Five” orchestra in this city that uses a “sound” pioneered by (*) Leopold Stokowski (staw-KAWV-skee) and plays the score in most of Fantasia. The theme to Monty Python's Flying Circus was a Sousa march named for an object in this city that legendarily rang on July 8, 1776. For 10 points, name this city whose Independence Hall is adjacent to the Liberty Bell.","Philadelphia, Pennsylvania [or Philly]"
"Participants in this event gathered at the Holbeche (hol-BESH) House to resist armed men under the Sheriff of Worcestershire (WUH-stuh-shirr). A letter warning about this event was sent to the Baron Monteagle, who notified the royal court. The goal of this event was the ascension of (*) Catholic-friendly Elizabeth Stuart to the throne. An effigy of a man who fought for Spain under the name Guido is burned every 5th of November in remembrance of this plan's failure. For 10 points, name this plan to blow up the House of Lords that included Guy Fawkes (FOX).",Gunpowder Plot [or Gunpowder Treason; or Jesuit Treason]
"An opera in this language that was the landmark season opener in 2021 at the Metropolitan Opera is called Fire Shut Up in My Bones. The conjurer Zodzetrick (zod-ZET-rik) appears in an opera in this language whose title character is saved from a wasp's nest by Remus. Jake sings “A Woman is a Sometime Thing” in an opera in this language in which (*) Crown kills Robbins and Clara sings the lullaby “Summertime.” Treemonisha (TREE-mun-EE-shuh) is a “ragtime opera” by Scott Joplin in, for 10 points, what language of George Gershwin's Porgy and Bess?",English
"This author wrote a novel in which the title character accidentally causes the pirate Gentleman Brown to kill his trusted companion Dain Waris and meets the butterfly-collecting Stein on the ship Patna. In the pivotal scene of a short novel by this author, a man whispers “The (*) horror! The horror!” That novel by this author is narrated by Charles Marlow, who searches for the ivory- trading Colonel Kurtz in the middle of Africa. For 10 points, name this author of Lord Jim and Heart of Darkness.",Joseph Conrad [or Józef Teodor Konrad Korzeniowski]
"The number “135797531” (read the individual digits) was carved near a bridge in this city to mark the moment when Charles IV (the fourth) began its construction. Ottokar I (oh-tah-KAR the first) of the Přemyslid (PREM-iz-lid) dynasty reigned from this city, in whose outskirts Frederick V (the fifth) the Winter King lost the throne at the Battle of (*) White Mountain. The theologian Jan Hus (yahn hoos) spent much of his life in this city. The Thirty Years War began after officials were thrown out windows in the second “defenestration of” this city. For 10 points, name this most populous Bohemian and Czech city.",Prague [or Praha]
"Edward Burne-Jones helped lead a revival of this artform and used it to depict a woman named Cecilia playing a handheld organ. The United Nations headquarters commissioned a tribute to Dag Hammarskjöld (HAA-mark-HOLD) in this form. Another very blue artwork in this medium by Marc Chagall is named for America and is located in the (*) Art Institute of Chicago. Three pieces in this medium made to resemble a rose were saved from a 2019 fire. Louis Comfort Tiffany created many lampshades using, for 10 points, what medium used to decorate Notre-Dame's (noh-truh DAHM's) windows?",stained glass [prompt on glass; prompt on windows]
"The failure of the timer built into this component is signaled by a four-beep POST code. The standard form of this device is based on a revamp pioneered in 1995 and is known as the Advanced Technology Extended series. Berg and Molex connectors may be used to attach other (*) components to this hardware item, which typically includes a CMOS (SEE-moss) battery, internal buses, and areas that interface with ports which collectively comprise the chipset. The CPU is mounted into a socket found on, for 10 points, what main printed circuit board in a computer?",motherboard [or mb; or mobo; or mainboard; or logic board; or system board]
"This country filed charges against an expatriate American journalist who reported on leaked documents from this country's Operation Car Wash investigation. During COVID, this country's president promoted chloroquine treatments and personally contracted the disease at least three times. That president accused environmental organizations of starting 2019 (*) fires that plagued this country's rainforests. For 10 points, name this South American country where a 2022 election pitted former president Lula da Silva against incumbent Jair Bolsonaro (jai-IR bowl-so-NAR-oh).",Brazil [Federative Republic of Brazil; or República Federativa do Brasil]
"The Peltier (PELT-ee-ay) effect describes the change in this quantity at a junction between two conductors with current flowing between them. The average kinetic energy for a particle in an ideal gas can be calculated as three-halves Boltzmann's constant times this quantity. The ratio of this quantity in the two reservoirs of a (*) Carnot (kar-NOH) engine is used to calculate the efficiency of that engine. The lowest possible measure for this quantity is absolute zero. For 10 points, name this quantity that can be measured in Kelvins or Fahrenheit.",temperature
"This country's capital once included 95-meter trash piles in what is now the Digital Media City. The Tamna kingdom once ruled an island in this country that speaks a unique “mal.” This country's city of Mokpo connects via ferry to an island containing Mount (*) Songhak (SAHNG- hak). Jeju (TAY-joo) is located in this country, whose capital is crossed by the Han River. This country contains the transportation hub of Incheon (INCH-ee-AHN) and a city including the Gangnam (GUNG- num) district. For 10 points, name this Asian country separated by the DMZ from its Communist neighbor.",South Korea [or Republic of Korea; or ROK; prompt on Korea; do not accept or prompt on “Democratic People's Republic of Korea” or “DPRK”]
"This novel's popularity sparked responses from people such as Caroline Lee Hentz and The Sword and the Distaff author William Gilmore Simms. After the title character of this novel dies, two characters disguise themselves as a Creole lady and her servant. Quimbo and (*) Sambo kill the title character of this novel, on the orders of Simon Legree. This novel's author was called the “little woman who wrote the book that started this great war” by Abraham Lincoln. For 10 points, name this anti-slavery novel by Harriet Beecher Stowe.","Uncle Tom's Cabin [Uncle Tom's Cabin: or, Life among the Lowly]"
"A form of this artistic discipline that relies on “paraprosdokian” (pair-ah-pross-doak-ee-un) is the trademark style of Steven Wright and Mitch Hedberg. Highly regarded instances of this genre from the 21st century include Roy Wood's Imperfect Messenger and Tig (*) Notaro's use of this genre to discuss her cancer diagnosis. Hannah Gadsby both practices and critiques this performing art, particularly objecting to Dave Chappelle's routines in this discipline. For 10 points, name this performing art involving humorous stage monologues.",standup comedy [or standup comedians; or comics; prompt on humorists]
"The main character of this book is asked why he cries when he prays, and why he prays, neither of which he can answer. The main character of this book repeats the phrase “Never shall I forget” seven times. In this book, (*) Moishe the Beadle escapes a cattle train and attempts to warn Sighet (SEE-get) of what he has seen. The question “Where is God?” is often asked in this book, in which the main character's father dies in Buchenwald (BOO-ken-vahld). For 10 points, name this Holocaust memoir by Elie Wiesel (EL-ee vee-SEL) which uses a recurring metaphor of darkness.",Night [or Un di Velt Hot Geshvign; or La Nuit; or And the World Was Silent]
"This prime minister proposed sharing oil revenues in the National Energy Program, leading to a national debate on “western alienation.” This prime minister outlined his urban reform and minority improvement plans called a “Just Society.” After the death of Pierre Laporte, this man told reporters (*) “just watch me” following his invocation of the War Measures Act during the October Crisis. Support for this politician inspired a namesake “mania” in a 1968 election. For 10 points, name this Liberal Canadian prime minister during the 1970s.",Pierre Trudeau [Pierre Yves Elliott Trudeau; prompt on Trudeau]
"A character using this name was briefly killed off by a fan vote in the storyline “A Death in the Family” before returning as the anti-hero Red Hood. Another character who used this name was previously known as The Spoiler. In a Frank Miller-penned storyline, this role is adopted by (*) Carrie Kelley in the battle against a gang called The Mutants. Another character graduated from using this name and became Nightwing. This name is currently used by Damian Wayne, the son of Bruce. For 10 points, name this mantle used by the sidekick of Batman.",Robin
"The “eu” (yoo) and “pheo” (fee-oh) varieties of this compound are both synthesized by the catalyzation of tyrosinase (teer-AH-sin-ayz), and the latter requires the presence of cystine and a benzothiazine (BEN-zohth-AI-uh-neen) intermediate. Like dopamine, a form of this compound found in the brain degenerates in Parkinson's disease, and is responsible for the (*) dark color of the substantia nigra (sub-STANT-yuh NAI-gruh). A form of skin cancer develops from the cells that produce this compound, and UV radiation stimulates the production of this compound. For 10 points, name this pigment that gives skin its color.",melanin
"In support of this legislation, Rosalynn Carter urged Wayne Townsend to cast the tie-breaking vote in Indiana. This legislation, co-introduced by Crystal Eastman in 1923, was opposed by the Eagle Forum, which was created by a woman with the slogan “I am for Mom and apple pie,” Phyllis (*) Schlafly (SHLAH-flee). This legislation failed to pass since only 35 ratified it by 1979. Alice Paul authored this legislation, which was ratified by Illinois in 2018. For 10 points, name this unratified Constitutional amendment that targets sex discrimination.",Equal Rights Amendment [or ERA]
"This architect's live-in partner Mamah Borthwick (MAH-muh BOR-thik) was murdered during a fire at his studio. In response to a challenge from Herbert Jacobs to design a good house for under $5000, this architect drew on his earlier Broadacre City project and a term coined by James Duff Law to create early (*) Usonian homes. This architect, who ran two studios called Taliesen (TAL- yay-sin), also designed a house for Edgar Kaufmann outside of Pittsburgh that was built over the Bear Run creek. For 10 points, name this American architect who designed the Fallingwater house.",Frank Lloyd Wright
"Stable examples of these entities include Fremy s (FREH-mee s) salt and TEMPO. EPR spectroscopy (spek-TRAH-skuh-pee) can be used to analyze these things, which are used in living polymerization (puh-LIM-ur-iz-AY-shun) techniques such as RAFT and ARTP. Halogenation (HAA- luh-jin-AY-shun) reactions named for these things occur under light and are driven by the (*) homolytic (HOH-moh-lit-ik) cleavage of covalent bonds. Reactions involving these species use fish hook arrows to show the movement of individual electrons. For 10 points, name these highly reactive atoms or molecules with unpaired electrons.",free radicals
"The BBC show The Experiment attempted to recreate this event but contradicted its original result. This experiment's designer recounted becoming enraged when asked “what's the independent variable in this study?” Critics of this experiment point to its use of a “help wanted” ad offering $15 a (*) day. This experiment was stopped after just six days during which Philip Zimbardo played a “superintendent.” For 10 points, name this controversial experiment in which assigned “guards” abused other test subjects at a California university.",Stanford Prison experiment [prompt on prison experiment]
